"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2004","Edgar Martinez","Mariners","549","10.6 %","19.5 %","0.54",".263",".342",".385",".727",".121","1.4",".314","-3.8","0.1","62","-6.3",".317","92","1086"
"2004","Sean Burroughs","Padres","564","5.5 %","9.2 %","0.60",".298",".348",".365",".713",".067","4.2",".328","3.1","-0.9","63","-6.5",".317","95","1021"
"2010","James Loney","Dodgers","648","8.0 %","14.7 %","0.55",".267",".329",".395",".723",".128","4.0",".302","1.1","-0.5","72","-2.4",".316","97","4556"
"2008","Kevin Kouzmanoff","Padres","668","3.4 %","20.8 %","0.17",".260",".299",".433",".732",".173","2.6",".297","1.4","-0.4","74","-6.6",".316","96","5995"
"2008","Chone Figgins","Angels","520","11.9 %","15.4 %","0.78",".276",".367",".318",".685",".042","5.6",".333","5.3","0.9","57","-5.1",".316","91","1580"
"2000","Tom Goodwin","- - -","606","11.2 %","19.3 %","0.58",".263",".346",".352",".698",".089","8.5",".325"," ","6.5","67","-12.7",".316","70","1114"
"2007","Alex Gordon","Royals","601","6.8 %","22.8 %","0.30",".247",".314",".411",".725",".164","5.2",".303","0.3","0.7","67","-7.5",".316","87","5209"
"2011","Adam Lind","Blue Jays","542","5.9 %","19.7 %","0.30",".251",".295",".439",".734",".188","1.5",".265","-0.2","-0.6","61","0.0",".316","96","8027"
"2009","Clint Barmes","Rockies","604","5.1 %","20.0 %","0.26",".245",".294",".440",".734",".195","4.6",".271","1.7","-2.1","66","-6.3",".316","79","1830"
"2000","Neifi Perez","Rockies","699","4.3 %","9.0 %","0.48",".287",".314",".427",".741",".140","5.0",".301"," ","-2.1","77","-15.1",".316","59","620"
"2001","Alfonso Soriano","Yankees","614","4.7 %","20.4 %","0.23",".268",".304",".432",".736",".164","6.6",".312"," ","2.5","70","-5.9",".316","93","847"
"2012","Alcides Escobar","Royals","648","4.2 %","15.4 %","0.27",".293",".331",".390",".721",".098","6.9",".344","4.0","4.3","74","0.4",".316","98","6310"
"2010","Howie Kendrick","Angels","658","4.3 %","14.3 %","0.30",".279",".313",".407",".721",".128","4.9",".313","2.4","0.7","73","-2.8",".316","98","4229"
"2006","Ronnie Belliard","- - -","590","6.1 %","13.7 %","0.44",".272",".322",".403",".725",".131","2.2",".299","-0.9","-1.1","66","-8.0",".316","88","677"
"2012","Howie Kendrick","Angels","594","4.9 %","19.4 %","0.25",".287",".325",".400",".725",".113","4.6",".347","1.9","-0.2","68","0.3",".316","102","4229"
"2010","Pablo Sandoval","Giants","616","7.6 %","13.1 %","0.58",".268",".323",".409",".732",".140","3.1",".291","-2.5","-0.6","68","-2.7",".316","96","5409"
"2005","Garret Anderson","Angels","603","3.8 %","13.9 %","0.27",".283",".308",".435",".743",".151","2.2",".305","-1.3","-0.4","67","-5.1",".316","93","2"
"2010","Brandon Inge","Tigers","580","9.3 %","23.1 %","0.40",".247",".321",".397",".718",".150","3.7",".305","0.1","-0.8","64","-2.5",".316","92","470"
"2000","Damon Buford","Cubs","556","8.5 %","21.2 %","0.40",".251",".324",".390",".714",".139","3.6",".299"," ","-1.9","61","-12.2",".316","82","1001635"
"2000","Alex Gonzalez","Blue Jays","591","7.3 %","19.1 %","0.38",".252",".313",".404",".717",".152","3.4",".295"," ","-1.0","65","-13.0",".316","79","281"
"2011","Cameron Maybin","Padres","568","7.7 %","22.0 %","0.35",".264",".323",".393",".716",".130","8.3",".331","4.3","4.3","64","-0.2",".316","105","5223"
"2006","Mark Loretta","Red Sox","703","7.0 %","9.0 %","0.78",".285",".345",".361",".706",".076","2.7",".308","-2.8","0.1","79","-9.6",".316","83","1383"
"2007","Coco Crisp","Red Sox","591","8.5 %","14.2 %","0.60",".268",".330",".382",".712",".114","7.5",".306","5.7","2.5","65","-7.7",".316","85","1572"
"2006","Mark Kotsay","Athletics","558","7.9 %","9.9 %","0.80",".275",".332",".386",".719",".112","3.9",".294","-5.2","-0.3","62","-7.6",".315","89","1042"
"2008","Gregor Blanco","Braves","519","14.3 %","19.1 %","0.75",".251",".366",".309",".676",".058","5.1",".321","2.8","0.0","57","-5.5",".315","89","3123"
"2002","Eric Young","Brewers","553","7.1 %","6.9 %","1.03",".280",".338",".369",".707",".089","5.7",".296","1.5","1.5","62","-4.8",".315","89","716"
"2012","Jason Kipnis","Indians","672","10.0 %","16.2 %","0.61",".257",".335",".379",".714",".122","6.2",".291","0.0","2.6","77","0.2",".315","101","9776"
"2006","Josh Barfield","Padres","578","5.2 %","14.0 %","0.37",".280",".318",".423",".741",".143","5.8",".307","4.2","1.8","65","-8.0",".315","93","3622"
"2004","A.J. Pierzynski","Giants","510","3.7 %","5.3 %","0.70",".272",".319",".410",".729",".138","2.0",".268","-3.0","-0.5","57","-6.5",".315","87","746"
"2011","Kelly Johnson","- - -","613","9.8 %","26.6 %","0.37",".222",".304",".413",".717",".191","6.5",".277","-1.4","0.4","68","-0.5",".315","92","2234"
"2006","Juan Pierre","Cubs","750","4.3 %","5.1 %","0.84",".292",".330",".388",".717",".096","7.7",".305","4.4","2.5","84","-10.5",".315","81","443"
"2008","Marco Scutaro","Blue Jays","592","9.6 %","11.0 %","0.88",".267",".341",".356",".697",".089","3.9",".290","-1.2","0.1","65","-6.4",".315","89","1555"
"2007","Andruw Jones","Braves","659","10.6 %","20.9 %","0.51",".222",".311",".413",".724",".191","3.8",".242","-0.7","-0.3","73","-8.9",".315","86","96"
"2007","Bengie Molina","Giants","517","2.9 %","10.3 %","0.28",".276",".298",".433",".731",".157","0.9",".276","-4.3","-0.4","57","-7.0",".315","84","24"
"2007","Delmon Young","Devil Rays","681","3.8 %","18.6 %","0.20",".288",".316",".408",".723",".119","3.2",".338","-0.6","0.2","75","-9.2",".315","89","2140"
"2010","Garrett Jones","Pirates","654","8.1 %","18.8 %","0.43",".247",".306",".414",".720",".167","3.0",".274","-0.7","-0.2","72","-3.2",".315","95","2714"
"2006","Chone Figgins","Angels","683","9.5 %","14.6 %","0.65",".267",".336",".376",".712",".109","7.6",".303","7.3","3.1","76","-9.7",".315","87","1580"
"2005","Scott Podsednik","White Sox","568","8.3 %","13.2 %","0.63",".290",".351",".349",".700",".059","6.4",".336","5.2","1.9","63","-5.2",".315","88","1095"
"2006","Hank Blalock","Rangers","646","7.9 %","15.2 %","0.52",".266",".325",".401",".726",".135","3.1",".294","-2.1","0.0","72","-9.2",".315","82","1419"
"2002","Travis Lee","Phillies","592","9.1 %","17.6 %","0.52",".265",".331",".394",".725",".129","3.0",".306","-0.6","-0.3","66","-5.5",".315","91","958"
"2009","Jeff Francoeur","- - -","632","3.6 %","14.6 %","0.25",".280",".309",".423",".732",".143","4.3",".305","-1.8","-0.8","68","-7.3",".315","90","4792"
"2008","A.J. Pierzynski","White Sox","570","3.3 %","12.5 %","0.27",".281",".312",".416",".728",".135","2.6",".300","-5.2","-0.1","62","-6.4",".315","85","746"
"2002","Carlos Guillen","Mariners","528","8.7 %","17.2 %","0.51",".261",".326",".394",".719",".133","5.0",".304","0.2","-1.3","59","-4.9",".315","95","1079"
"2004","Richard Hidalgo","- - -","579","7.6 %","22.3 %","0.34",".239",".301",".444",".745",".205","3.7",".267","-2.2","-1.0","64","-7.6",".315","87","561"
"2006","Jason Michaels","Indians","548","7.8 %","18.4 %","0.43",".267",".326",".391",".717",".123","4.5",".315","4.8","-0.6","61","-7.9",".315","87","1399"
"2005","Justin Morneau","Twins","543","8.1 %","17.3 %","0.47",".239",".304",".437",".741",".198","3.2",".251","0.9","-1.0","60","-5.1",".314","91","1737"
"2004","Edgar Renteria","Cardinals","642","6.1 %","12.1 %","0.50",".287",".327",".401",".728",".114","4.1",".311","2.8","-1.5","71","-8.6",".314","88","1178"
"2006","Randy Winn","Giants","635","7.6 %","9.9 %","0.76",".262",".324",".396",".721",".134","4.8",".276","-0.8","-1.7","70","-9.4",".314","84","1235"
"2003","Casey Blake","Indians","621","6.1 %","17.6 %","0.35",".257",".312",".411",".723",".154","3.2",".287","3.4","-2.5","69","-7.1",".314","91","719"
"2001","Kenny Lofton","Indians","576","8.2 %","12.0 %","0.68",".261",".322",".398",".721",".137","6.0",".276"," ","-0.3","65","-6.3",".314","90","246"
"2008","Orlando Cabrera","White Sox","730","7.7 %","9.7 %","0.79",".281",".334",".371",".705",".089","4.5",".301","0.9","0.7","79","-8.5",".314","84","766"
"2006","Jose Lopez","Mariners","655","4.0 %","12.2 %","0.33",".282",".319",".405",".723",".123","5.0",".309","-0.2","-0.1","72","-9.8",".314","89","3114"
"2003","Brian Roberts","Orioles","512","9.0 %","11.3 %","0.79",".270",".337",".367",".704",".098","6.2",".299","4.0","1.9","57","-6.0",".314","92","166"
"2006","Craig Biggio","Astros","607","6.6 %","13.8 %","0.48",".246",".306",".422",".727",".175","3.0",".254","-0.4","-0.5","67","-9.1",".314","85","549"
"2006","Jeff Conine","- - -","539","7.4 %","12.1 %","0.62",".268",".325",".399",".724",".131","3.6",".289","-1.0","-0.5","60","-8.1",".314","84","131"
"2003","Paul Lo Duca","Dodgers","630","7.0 %","8.6 %","0.81",".273",".335",".377",".712",".104","2.4",".291","-2.3","-1.0","70","-7.4",".314","92","662"
"2002","Rafael Furcal","Braves","693","6.2 %","16.5 %","0.38",".275",".323",".387",".710",".112","6.5",".324","5.2","-0.9","76","-7.1",".313","88","88"
"2002","Adrian Beltre","Dodgers","635","5.8 %","15.1 %","0.39",".257",".303",".426",".729",".169","4.4",".273","1.1","-0.7","70","-6.5",".313","94","639"
"2007","Jason Bartlett","Twins","570","8.8 %","12.8 %","0.68",".265",".339",".361",".699",".096","7.2",".300","5.8","2.8","62","-8.4",".313","88","8219"
"2006","David Eckstein","Cardinals","552","5.6 %","7.4 %","0.76",".292",".350",".344",".694",".052","3.5",".313","2.0","-1.5","61","-8.5",".313","87","10"
"2006","Preston Wilson","- - -","537","5.4 %","22.5 %","0.24",".263",".307",".423",".730",".160","4.8",".314","2.1","1.4","59","-8.4",".313","85","545"
"2009","Elvis Andrus","Rangers","541","7.4 %","14.2 %","0.52",".267",".329",".373",".702",".106","8.0",".305","3.8","3.7","58","-6.9",".313","81","8709"
"2002","Roberto Alomar","Mets","655","8.7 %","12.7 %","0.69",".266",".331",".376",".708",".110","5.2",".294","-2.1","1.5","72","-6.9",".313","91","860"
"2001","Ramon Hernandez","Athletics","509","7.3 %","13.4 %","0.54",".254",".316",".408",".724",".155","1.9",".267"," ","-0.3","57","-6.0",".313","91","918"
"2008","Mark Teahen","Royals","623","7.4 %","21.0 %","0.35",".255",".313",".402",".715",".147","3.7",".306","-1.5","-0.8","67","-7.9",".313","86","4511"
"2009","Alfonso Soriano","Cubs","522","7.7 %","22.6 %","0.34",".241",".303",".423",".726",".182","4.4",".279","-0.8","0.7","56","-6.8",".313","83","847"
"2006","Jeff Francoeur","Braves","686","3.4 %","19.2 %","0.17",".260",".293",".449",".742",".189","3.8",".284","2.8","-2.6","75","-10.9",".313","84","4792"
"2007","Yuniesky Betancourt","Mariners","559","2.7 %","8.6 %","0.31",".289",".308",".418",".725",".129","4.1",".302","1.6","-1.1","61","-8.5",".313","89","8585"
"2003","Ty Wigginton","Mets","633","7.3 %","19.6 %","0.37",".255",".318",".396",".714",".141","5.9",".305","0.8","1.4","70","-8.0",".313","88","1491"
"2001","Jose Hernandez","Brewers","592","6.6 %","31.3 %","0.21",".249",".300",".443",".743",".194","3.6",".327"," ","-0.8","66","-7.3",".313","85","688"
"2010","Chase Headley","Padres","674","8.3 %","20.6 %","0.40",".264",".327",".375",".702",".111","5.1",".323","3.1","0.9","73","-4.5",".313","98","4720"
"2003","Pat Burrell","Phillies","599","12.0 %","23.7 %","0.51",".209",".309",".404",".713",".195","2.4",".244","-0.7","-0.1","66","-7.6",".313","88","949"
"2012","Danny Espinosa","Nationals","658","7.0 %","28.7 %","0.24",".247",".315",".402",".717",".155","5.4",".333","-1.8","1.0","74","-1.3",".313","94","9219"
"2009","Kevin Kouzmanoff","Padres","573","4.7 %","18.5 %","0.25",".255",".302",".420",".722",".164","2.1",".285","0.7","-0.1","61","-7.7",".313","95","5995"
"2002","Rich Aurilia","Giants","589","6.3 %","15.3 %","0.41",".257",".305",".413",".718",".156","3.1",".280","0.5","-0.7","64","-6.5",".313","91","1106"
"2006","Adam Kennedy","Angels","503","7.8 %","14.3 %","0.54",".273",".334",".384",".718",".111","5.7",".313","2.0","-1.4","55","-8.2",".312","85","19"
"2005","Vinny Castilla","Nationals","549","7.8 %","14.9 %","0.52",".253",".319",".403",".722",".150","3.0",".280","-0.2","-0.2","60","-6.2",".312","90","84"
"2003","Ken Harvey","Royals","524","5.5 %","17.9 %","0.31",".266",".313",".408",".721",".142","1.8",".305","-2.8","-1.0","57","-6.8",".312","83","604"
"2011","Jason Bay","Mets","509","11.0 %","21.4 %","0.51",".245",".329",".374",".703",".128","4.6",".295","-0.7","1.3","56","-1.6",".312","98","1717"
"2006","Jhonny Peralta","Indians","632","8.9 %","24.1 %","0.37",".257",".323",".385",".708",".128","3.0",".327","-2.5","-0.7","69","-10.6",".312","85","1738"
"2008","Adam Jones","Orioles","514","4.5 %","21.0 %","0.21",".270",".311",".400",".711",".130","6.4",".329","0.8","0.4","55","-7.0",".312","85","6368"
"2005","Shannon Stewart","Twins","599","5.7 %","12.2 %","0.47",".274",".323",".388",".711",".114","4.1",".298","-0.5","-0.9","65","-7.0",".312","89","1322"
"2004","Cesar Izturis","Dodgers","728","5.9 %","9.6 %","0.61",".288",".330",".381",".710",".093","6.3",".316","2.4","0.9","79","-11.4",".312","88","656"
"2005","Ivan Rodriguez","Tigers","525","2.1 %","17.7 %","0.12",".276",".290",".444",".735",".169","5.6",".309","4.4","0.0","57","-6.2",".312","90","1275"
"2009","Jimmy Rollins","Phillies","725","6.1 %","9.7 %","0.63",".250",".296",".423",".719",".173","6.7",".251","2.4","2.5","77","-10.2",".312","85","971"
"2009","Vernon Wells","Blue Jays","684","7.0 %","12.6 %","0.56",".260",".311",".400",".711",".140","5.1",".279","2.0","1.3","72","-9.7",".312","84","1326"
"2011","David DeJesus","Athletics","506","8.9 %","17.0 %","0.52",".240",".323",".376",".698",".136","4.7",".274","2.7","-0.8","55","-1.8",".311","96","1825"
"2009","Colby Rasmus","Cardinals","520","6.9 %","18.3 %","0.38",".251",".307",".407",".714",".156","4.1",".282","4.7","-0.1","55","-7.4",".311","89","9893"
"2001","B.J. Surhoff","Braves","531","7.2 %","9.0 %","0.79",".271",".321",".405",".726",".134","4.5",".279"," ","0.5","59","-7.1",".311","86","117"
"2005","Omar Vizquel","Giants","651","8.6 %","8.9 %","0.97",".271",".341",".350",".691",".079","5.1",".297","-1.0","0.3","70","-7.9",".311","85","411"
"2005","Russ Adams","Blue Jays","545","9.2 %","10.5 %","0.88",".256",".325",".383",".707",".127","5.8",".271","2.2","1.2","59","-6.6",".311","86","4519"
"2008","Ramon Hernandez","Orioles","507","6.3 %","12.2 %","0.52",".257",".308",".406",".714",".149","1.6",".265","-4.1","-0.3","54","-7.2",".311","84","918"
"2000","Mark McLemore","Mariners","578","14.0 %","13.5 %","1.04",".245",".353",".316",".669",".071","5.1",".285"," ","-0.4","61","-15.0",".311","81","1088"
"2001","Chuck Knoblauch","Yankees","600","9.7 %","12.2 %","0.79",".250",".339",".351",".691",".102","6.1",".274"," ","3.7","66","-8.3",".311","90","609"
"2001","Adrian Beltre","Dodgers","515","5.4 %","15.9 %","0.34",".265",".310",".411",".720",".145","5.7",".294"," ","0.8","57","-7.1",".311","90","639"
"2008","Robinson Cano","Yankees","634","4.1 %","10.3 %","0.40",".271",".305",".410",".715",".139","2.9",".283","1.3","-1.7","67","-9.2",".311","86","3269"
"2004","Joe Crede","White Sox","543","6.3 %","14.9 %","0.42",".239",".299",".418",".717",".180","2.2",".244","3.5","-0.8","58","-9.1",".311","82","227"
"2000","Ricky Ledee","- - -","531","11.1 %","18.5 %","0.60",".236",".322",".381",".703",".146","5.4",".270"," ","-0.1","56","-14.0",".311","76","1407"
"2001","Mark Grudzielanek","Dodgers","586","4.8 %","14.2 %","0.34",".271",".317",".393",".711",".122","4.3",".297"," ","-1.0","64","-8.3",".310","90","653"
"2000","Warren Morris","Pirates","606","10.7 %","12.9 %","0.83",".259",".341",".343",".684",".083","3.4",".298"," ","-3.1","64","-16.0",".310","77","1424"
"2012","Omar Infante","- - -","588","3.6 %","11.1 %","0.32",".274",".300",".419",".719",".144","6.5",".291","1.6","1.6","65","-2.4",".310","92","1609"
"2008","Mark Ellis","Athletics","507","10.5 %","12.8 %","0.82",".233",".321",".373",".694",".140","5.6",".248","2.3","1.6","53","-7.7",".310","89","1443"
"2012","Shane Victorino","- - -","666","8.0 %","12.0 %","0.66",".255",".321",".383",".704",".128","7.0",".278","2.3","4.7","73","-2.8",".310","94","1677"
"2000","David Bell","Mariners","512","8.2 %","12.9 %","0.64",".247",".316",".381",".697",".134","3.0",".265"," ","-0.9","53","-13.8",".310","81","1108"
"2010","Carlos Lee","Astros","649","5.7 %","9.1 %","0.63",".246",".291",".417",".708",".170","2.3",".238","-2.6","-1.0","69","-5.9",".310","90","243"
"2010","Adam Lind","Blue Jays","613","6.2 %","23.5 %","0.26",".237",".287",".425",".712",".188","1.9",".277","-4.3","-0.4","65","-5.6",".309","89","8027"
"2006","Yuniesky Betancourt","Mariners","584","2.9 %","9.2 %","0.31",".289",".310",".403",".713",".115","5.1",".308","1.3","-1.5","62","-11.1",".309","86","8585"
"2003","Jimmy Rollins","Phillies","689","7.8 %","16.4 %","0.48",".263",".320",".387",".707",".124","5.7",".308","2.4","-1.2","74","-10.7",".309","85","971"
"2011","Juan Rivera","- - -","521","8.3 %","14.6 %","0.57",".258",".319",".382",".701",".124","2.9",".281","-1.8","-0.7","56","-2.8",".309","94","843"
"2001","David Bell","Mariners","510","5.5 %","11.6 %","0.47",".260",".303",".415",".718",".155","2.7",".268"," ","-0.1","55","-7.8",".309","90","1108"
"2010","Jhonny Peralta","- - -","615","8.6 %","16.7 %","0.51",".249",".311",".392",".703",".143","2.5",".275","-5.7","-0.2","65","-5.9",".309","91","1738"
"2010","Rajai Davis","Athletics","561","4.6 %","13.9 %","0.33",".284",".320",".377",".697",".093","6.9",".322","1.5","5.1","59","-5.4",".309","92","3708"
"2012","Carlos Pena","Rays","600","14.5 %","30.3 %","0.48",".197",".330",".354",".684",".157","3.1",".264","-2.9","-1.5","66","-2.9",".309","98","934"
"2008","Edgar Renteria","Tigers","547","6.8 %","11.7 %","0.58",".270",".317",".382",".699",".111","4.1",".290","-0.4","-0.4","57","-8.8",".309","84","1178"
"2009","Orlando Cabrera","- - -","708","5.1 %","10.0 %","0.51",".284",".316",".389",".705",".105","4.7",".302","4.9","0.5","73","-11.6",".309","85","766"
"2005","Pedro Feliz","Giants","615","6.2 %","16.6 %","0.37",".250",".295",".422",".717",".172","3.0",".269","0.7","-1.0","65","-8.7",".309","84","1112"
"2000","Mike Lamb","Rangers","538","6.3 %","11.2 %","0.57",".278",".328",".373",".702",".095","2.8",".305"," ","-0.9","56","-15.0",".309","72","1258"
"2007","A.J. Pierzynski","White Sox","509","4.9 %","13.0 %","0.38",".263",".309",".403",".712",".140","1.9",".278","-2.3","-0.6","53","-9.6",".309","80","746"
"2009","Russell Martin","Dodgers","588","11.7 %","13.6 %","0.86",".250",".352",".329",".680",".079","3.3",".284","0.3","-0.8","61","-9.7",".309","87","4616"
"2012","Desmond Jennings","Rays","563","8.2 %","21.3 %","0.38",".246",".314",".388",".702",".143","8.3",".298","3.3","4.8","61","-2.9",".309","98","1965"
"2000","Pokey Reese","Reds","577","7.8 %","14.9 %","0.52",".255",".319",".386",".705",".131","7.4",".282"," ","4.5","60","-16.2",".309","74","1004"
